#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#238 - >WHL22.291513.1	superfamily	206808	142	364	2.23637e-80	249.09	cl00057	vWFA superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	1071	1226	1.41156e-36	137.894	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	249	409	2.0916e-36	137.509	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	659	801	6.48873e-31	121.716	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	86	243	1.91674e-28	114.397	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	453	604	3.01935e-27	110.93	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	1498	1650	8.49255e-27	109.775	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	1285	1444	3.16838e-20	90.5149	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	3	80	7.4152e-19	86.2777	cl02479	MAM superfamily	N	 - 
Q#239 - >WHL22.598603.2	superfamily	207607	879	1023	4.98702e-14	72.0253	cl02479	MAM superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	617	649	1.28458e-07	50.5956	cl00104	LDLa superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	1247	1281	2.67868e-06	46.7436	cl00104	LDLa superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	842	876	1.363e-05	44.4324	cl00104	LDLa superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	1035	1065	4.43316e-05	43.2768	cl00104	LDLa superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	1457	1492	0.000121133	41.736	cl00104	LDLa superfamily	 - 	 - 
Q#239 - >WHL22.598603.2	superfamily	206840	418	449	0.00521327	37.1136	cl00104	LDLa superfamily	 - 	 - 
Q#240 - >WHL22.745455.1	superfamily	201217	118	167	3.58675e-13	61.3876	cl08266	RCC1 superfamily	 - 	 - 
Q#240 - >WHL22.745455.1	superfamily	205718	154	183	6.7845e-09	49.411	cl16296	RCC1_2 superfamily	 - 	 - 
Q#240 - >WHL22.745455.1	superfamily	201217	170	218	8.95455e-08	46.75	cl08266	RCC1 superfamily	 - 	 - 
Q#242 - >WHL22.500571.0	superfamily	212291	180	204	0.00976182	34.8143	cl09099	P-loop_NTPase superfamily	C	 - 
Q#244 - >WHL22.757513.0	superfamily	212383	38	364	1.92613e-72	236.85	cl15778	AMP-binding superfamily	N	 - 
Q#245 - >WHL22.667914.2	superfamily	204001	33	368	1.10606e-75	240.012	cl07288	Pex16 superfamily	 - 	 - 
Q#246 - >WHL22.44310.0	superfamily	212314	1	169	4.70084e-10	56.1681	cl11420	MFS superfamily	N	 - 
Q#247 - >WHL22.317524.1	superfamily	211458	130	382	6.8192e-87	266.98	cl10013	Glycosyltransferase_GTB_type superfamily	 - 	 - 
Q#248 - >WHL22.754000.7	superfamily	206835	93	156	4.21476e-15	68.9659	cl00098	KH-II superfamily	 - 	 - 
Q#248 - >WHL22.754000.7	superfamily	206835	10	59	4.7786e-12	60.4915	cl00098	KH-II superfamily	 - 	 - 
Q#248 - >WHL22.754000.7	superfamily	206835	267	330	1.33877e-05	42.1088	cl00098	KH-II superfamily	 - 	 - 
Q#249 - >WHL22.29497.0	superfamily	209893	30	150	5.96378e-49	164.956	cl14782	RNase_H superfamily	 - 	 - 
Q#249 - >WHL22.29497.0	superfamily	207376	306	414	2.26432e-16	75.0359	cl01316	rve superfamily	 - 	 - 
Q#252 - >WHL22.339925.0	superfamily	207591	115	214	1.54452e-18	79.7393	cl02429	TPR superfamily	 - 	 - 
Q#252 - >WHL22.339925.0	superfamily	207591	183	282	1.95785e-10	57.0125	cl02429	TPR superfamily	 - 	 - 
Q#252 - >WHL22.339925.0	superfamily	207591	286	316	0.00590643	34.3799	cl02429	TPR superfamily	 - 	 - 
Q#252 - >WHL22.339925.0	superfamily	207591	48	146	3.64677e-05	41.6045	cl02429	TPR superfamily	 - 	 - 
Q#254 - >WHL22.289449.0	superfamily	209873	86	344	8.44321e-134	384.688	cl14615	PI-PLCc_GDPD_SF superfamily	 - 	 - 
Q#256 - >WHL22.470491.3	superfamily	153663	96	154	1.95495e-07	45.0801	cl00297	R3H superfamily	 - 	 - 
Q#256 - >WHL22.470491.3	superfamily	207670	36	80	3.68746e-09	49.4658	cl02611	G-patch superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	250	281	6.45565e-06	42.7691	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	186	216	6.84262e-05	39.6875	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	27	57	0.000267496	38.1467	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	154	185	0.000342128	37.7615	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	122	153	0.000764733	36.6059	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#257 - >WHL22.713193.1	superfamily	144129	282	313	0.00327568	35.0651	cl02863	Tubulin-binding superfamily	 - 	 - 
Q#260 - >WHL22.654825.0	superfamily	212170	56	347	9.83819e-127	369.553	cl00015	nt_trans superfamily	 - 	 - 
Q#261 - >WHL22.589383.1	superfamily	206862	334	476	4.17946e-29	113.878	cl00149	Tryp_SPc superfamily	C	 - 
Q#261 - >WHL22.589383.1	superfamily	206840	50	81	4.45082e-06	44.0472	cl00104	LDLa superfamily	 - 	 - 
Q#262 - >WHL22.451408.0	superfamily	199167	151	371	7.75047e-08	52.5908	cl15309	LRR_RI superfamily	 - 	 - 
Q#263 - >WHL22.587103.2	superfamily	207641	1183	1291	2.82539e-41	148.978	cl02556	Bromodomain superfamily	 - 	 - 
Q#263 - >WHL22.587103.2	superfamily	206793	163	201	3.02472e-07	49.1387	cl00034	BBOX superfamily	 - 	 - 
Q#263 - >WHL22.587103.2	superfamily	210079	1118	1161	2.00271e-07	49.9034	cl15348	RING superfamily	 - 	 - 
Q#263 - >WHL22.587103.2	superfamily	192726	894	1029	0.000197596	41.6689	cl12779	Med25 superfamily	 - 	 - 
Q#263 - >WHL22.587103.2	superfamily	210079	19	76	0.0029131	37.5049	cl15348	RING superfamily	 - 	 - 
Q#264 - >WHL22.573640.0	superfamily	207741	481	657	5.49641e-54	185.797	cl02808	RT_like superfamily	 - 	 - 
Q#264 - >WHL22.573640.0	superfamily	209893	751	866	2.7269e-47	165.341	cl14782	RNase_H superfamily	 - 	 - 
Q#264 - >WHL22.573640.0	superfamily	209305	313	401	5.70723e-14	69.2131	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#265 - >WHL22.49878.0	superfamily	207660	338	402	1.31063e-07	48.7445	cl02586	RRM superfamily	 - 	 - 
Q#265 - >WHL22.49878.0	superfamily	207670	234	273	1.69108e-11	59.058	cl02611	G-patch superfamily	 - 	 - 
Q#266 - >WHL22.568662.0	superfamily	206813	117	209	1.97026e-07	47.6284	cl00065	FN3 superfamily	 - 	 - 
Q#266 - >WHL22.568662.0	superfamily	206813	239	312	2.65895e-05	41.4652	cl00065	FN3 superfamily	N	 - 
Q#266 - >WHL22.568662.0	superfamily	206813	34	108	8.25518e-05	39.9244	cl00065	FN3 superfamily	N	 - 
Q#267 - >WHL22.532435.2	superfamily	206827	56	111	2.03477e-18	76.9202	cl00084	homeodomain superfamily	 - 	 - 
Q#267 - >WHL22.532435.2	superfamily	146262	176	255	9.95315e-06	42.4929	cl04137	TF_Otx superfamily	 - 	 - 
Q#270 - >WHL22.77493.0	superfamily	206866	4	143	2.80242e-59	182.751	cl00154	UBCc superfamily	 - 	 - 
Q#271 - >WHL22.16165.0	superfamily	199166	194	288	0.000500954	40.7736	cl15308	AMN1 superfamily	C	 - 
Q#272 - >WHL22.64535.0	superfamily	207660	51	125	8.43128e-07	45.6629	cl02586	RRM superfamily	 - 	 - 
Q#274 - >WHL22.257197.5	superfamily	207639	1	165	4.80234e-52	180.579	cl02544	VHS_ENTH_ANTH superfamily	N	 - 
Q#275 - >WHL22.20926.0	superfamily	154898	184	260	2.83994e-21	85.0231	cl02418	Hormone_5 superfamily	 - 	 - 
Q#276 - >WHL22.758654.0	superfamily	212352	4	108	8.75322e-12	62.2661	cl14000	COG1214 superfamily	C	 - 
Q#277 - >WHL22.547328.1	superfamily	210147	36	141	7.24869e-54	175.104	cl15697	ADF_gelsolin superfamily	 - 	 - 
Q#277 - >WHL22.547328.1	superfamily	210147	162	252	2.57833e-27	103.471	cl15697	ADF_gelsolin superfamily	 - 	 - 
Q#277 - >WHL22.547328.1	superfamily	210147	266	358	3.44241e-25	97.7051	cl15697	ADF_gelsolin superfamily	 - 	 - 
Q#278 - >WHL22.605638.0	superfamily	207619	156	253	4.77039e-34	122.066	cl02509	SRCR superfamily	 - 	 - 
Q#278 - >WHL22.605638.0	superfamily	207619	32	129	1.1622e-31	115.518	cl02509	SRCR superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	198867	132	231	4.13179e-36	129.971	cl06652	BACK superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207624	20	124	6.52552e-34	124.277	cl02518	BTB superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	522	565	7.01597e-15	69.5095	cl02701	Kelch_3 superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	411	457	1.80129e-13	65.7606	cl02701	Kelch_3 superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	384	422	1.73092e-10	57.1831	cl02701	Kelch_3 superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	274	320	2.67814e-07	47.9383	cl02701	Kelch_3 superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	460	506	4.1253e-07	47.271	cl02701	Kelch_3 superfamily	 - 	 - 
Q#279 - >WHL22.72941.0	superfamily	207702	310	362	0.000131581	39.9522	cl02701	Kelch_3 superfamily	 - 	 - 
Q#280 - >WHL22.362419.0	superfamily	209031	36	98	3.14751e-07	45.7767	cl09537	Galactosyl_T superfamily	N	 - 
Q#282 - >WHL22.296902.0	superfamily	112929	117	272	3.74568e-38	140.022	cl04414	Sec34 superfamily	 - 	 - 
Q#283 - >WHL22.209264.1	superfamily	209100	1	189	3.34697e-117	340.543	cl09933	ACAD superfamily	N	 - 
Q#284 - >WHL22.227916.0	superfamily	209104	29	64	1.25793e-06	43.7211	cl09941	EGF_CA superfamily	 - 	 - 
Q#284 - >WHL22.227916.0	superfamily	207617	79	155	0.00152784	35.8188	cl02507	SEA superfamily	C	 - 
Q#284 - >WHL22.227916.0	superfamily	209104	1	27	0.00557964	33.3207	cl09941	EGF_CA superfamily	N	 - 
Q#285 - >WHL22.304049.0	superfamily	207622	35	224	5.43441e-26	100.755	cl02512	NTR_like superfamily	 - 	 - 
Q#286 - >WHL22.197204.0	superfamily	191589	24	188	3.24934e-49	159.332	cl05974	SPC25 superfamily	 - 	 - 
Q#287 - >WHL22.584669.0	superfamily	152715	62	259	4.61314e-31	116.85	cl13686	BSMAP superfamily	 - 	 - 
Q#288 - >WHL22.208297.0	superfamily	212380	35	379	0	677.832	cl15692	CE4_SF superfamily	 - 	 - 
Q#288 - >WHL22.208297.0	superfamily	198944	374	459	4.60167e-27	105.324	cl08536	Alpha-mann_mid superfamily	 - 	 - 
Q#289 - >WHL22.512739.0	superfamily	150008	306	592	4.06788e-30	123.551	cl11721	DUF1943 superfamily	 - 	 - 
Q#289 - >WHL22.512739.0	superfamily	207623	2180	2290	3.06947e-13	70.1252	cl02516	VWD superfamily	C	 - 
Q#289 - >WHL22.512739.0	superfamily	207623	2419	2495	1.32562e-08	55.8728	cl02516	VWD superfamily	N	 - 
Q#290 - >WHL22.317750.0	superfamily	206808	259	444	2.28165e-56	194.752	cl00057	vWFA superfamily	 - 	 - 
Q#290 - >WHL22.317750.0	superfamily	149454	128	246	8.80251e-34	127.876	cl07136	VWA_N superfamily	 - 	 - 
Q#290 - >WHL22.317750.0	superfamily	145738	472	550	1.37083e-18	82.7226	cl03691	Cache_1 superfamily	 - 	 - 
Q#291 - >WHL22.653729.0	superfamily	209873	14	194	6.17048e-85	255.988	cl14615	PI-PLCc_GDPD_SF superfamily	C	 - 
Q#292 - >WHL22.312182.0	superfamily	206062	57	120	1.63753e-15	72.5183	cl16459	zf-C3Hc3H superfamily	 - 	 - 
Q#292 - >WHL22.312182.0	superfamily	206062	331	385	7.00022e-12	62.1179	cl16459	zf-C3Hc3H superfamily	 - 	 - 
Q#293 - >WHL22.517925.0	superfamily	191858	59	170	2.1381e-26	98.2234	cl06718	RTP801_C superfamily	 - 	 - 
Q#295 - >WHL22.60330.0	superfamily	206790	569	666	8.41238e-20	85.7753	cl00030	CH superfamily	 - 	 - 
Q#296 - >WHL22.47594.0	superfamily	192448	27	178	2.30793e-23	92.8538	cl12374	ATG13 superfamily	 - 	 - 
Q#297 - >WHL22.724447.0	superfamily	193218	526	558	2.49718e-05	42.3505	cl15061	Gryzun-like superfamily	C	 - 
Q#298 - >WHL22.143762.1	superfamily	209110	797	821	7.40727e-05	42.106	cl09952	zf-C2H2_jaz superfamily	 - 	 - 
Q#299 - >WHL22.610200.0	superfamily	212172	38	83	2.93854e-09	49.5718	cl00087	HR1 superfamily	C	 - 
Q#301 - >WHL22.771108.5	superfamily	198480	62	175	7.82251e-14	69.7062	cl00049	CUB superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	366	402	7.44096e-06	44.4915	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	201760	939	1053	2.58918e-45	159.888	cl03190	Avidin superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	404	440	1.70639e-06	46.4727	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	708	744	4.69559e-06	45.3171	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	784	820	4.95859e-06	45.3171	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	214	250	8.44601e-06	44.5467	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	290	326	8.62672e-06	44.5467	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	480	516	1.12903e-05	44.1615	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	556	592	1.95058e-05	43.3911	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	822	858	2.41676e-05	43.0059	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	670	706	3.48127e-05	42.6207	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	898	934	5.30835e-05	42.2355	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	442	478	7.02369e-05	41.8503	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	518	554	8.16411e-05	41.4651	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	252	288	0.000219384	40.3095	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	632	668	0.000321066	39.9243	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	176	212	0.00033886	39.9243	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	746	782	0.000454672	39.4839	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	594	630	0.000478408	39.4839	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	330	363	0.000691182	38.7135	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	22	55	0.00390224	36.4575	cl09941	EGF_CA superfamily	 - 	 - 
Q#301 - >WHL22.771108.5	superfamily	209104	862	896	0.00754175	35.6319	cl09941	EGF_CA superfamily	 - 	 - 
Q#302 - >WHL22.297212.0	superfamily	208836	98	268	1.30077e-81	247.846	cl08263	TBP_TLF superfamily	 - 	 - 
Q#303 - >WHL22.609261.1	superfamily	206794	235	308	2.18451e-23	97.2723	cl00035	BIR superfamily	 - 	 - 
Q#304 - >WHL22.1024.8	superfamily	148998	150	197	1.11241e-09	52.4192	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#304 - >WHL22.1024.8	superfamily	148998	204	251	1.42149e-08	49.3376	cl06646	GCC2_GCC3 superfamily	 - 	 - 
Q#305 - >WHL22.109178.0	superfamily	110440	256	283	0.00167498	35.8465	cl03211	NHL superfamily	 - 	 - 
Q#305 - >WHL22.109178.0	superfamily	110440	209	236	0.00308216	35.0761	cl03211	NHL superfamily	 - 	 - 
Q#307 - >WHL22.196694.0	superfamily	207741	115	225	5.05709e-22	91.1746	cl02808	RT_like superfamily	C	 - 
Q#308 - >WHL22.466711.0	superfamily	212291	43	137	1.24556e-07	49.5358	cl09099	P-loop_NTPase superfamily	N	 - 
Q#308 - >WHL22.466711.0	superfamily	198041	260	442	1.97031e-52	180.25	cl15345	Sec63 superfamily	C	 - 
Q#309 - >WHL22.115078.0	superfamily	207028	8	216	4.88239e-33	119.905	cl00391	beta_CA superfamily	 - 	 - 
Q#310 - >WHL22.768948.0	superfamily	199045	1	24	3.22288e-07	46.8564	cl11592	zf-CCCH superfamily	 - 	 - 
Q#311 - >WHL22.363992.0	superfamily	207592	168	294	4.13225e-22	92.6829	cl02432	CLECT superfamily	 - 	 - 
Q#311 - >WHL22.363992.0	superfamily	206798	91	147	4.79522e-13	65.1768	cl00043	CCP superfamily	 - 	 - 
Q#311 - >WHL22.363992.0	superfamily	206798	300	362	3.64711e-12	62.4804	cl00043	CCP superfamily	 - 	 - 
Q#311 - >WHL22.363992.0	superfamily	206798	29	87	7.06357e-08	50.154	cl00043	CCP superfamily	 - 	 - 
Q#311 - >WHL22.363992.0	superfamily	206798	366	419	0.000363088	39.0461	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	652	706	6.37213e-11	59.784	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	594	649	1.48192e-09	55.932	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	295	350	1.63846e-09	55.5468	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	119	174	1.79966e-07	49.7688	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	476	531	4.73772e-07	48.6132	cl00043	CCP superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	207628	717	961	1.42066e-27	113.426	cl02523	Zona_pellucida superfamily	 - 	 - 
Q#312 - >WHL22.536213.0	superfamily	206798	181	231	0.000310584	40.2017	cl00043	CCP superfamily	 - 	 - 
Q#314 - >WHL22.143401.0	superfamily	207629	39	234	5.33407e-108	314.811	cl02525	Band_7 superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	809	845	0.00013021	41.4651	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	308	344	0.000207275	40.6947	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	1116	1147	0.000655958	39.1539	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	925	961	0.00108624	38.7687	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	1002	1038	0.00109605	38.7135	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	773	807	0.00147215	38.3835	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	1040	1071	0.00342593	37.2279	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	543	579	0.00381234	37.2279	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	468	503	0.00438319	36.7875	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	733	768	0.00462321	36.8427	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	582	617	0.00508375	36.7875	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	1267	1298	0.00512876	36.8427	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	268	306	0.00632963	36.4575	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	619	654	0.00667672	36.4023	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	386	425	0.00833544	36.0723	cl09941	EGF_CA superfamily	 - 	 - 
Q#315 - >WHL22.21598.0	superfamily	209104	657	687	0.00986572	35.6871	cl09941	EGF_CA superfamily	C	 - 
Q#316 - >WHL22.701051.0	superfamily	209104	56	92	5.66985e-07	45.6471	cl09941	EGF_CA superfamily	 - 	 - 
Q#316 - >WHL22.701051.0	superfamily	209104	170	206	4.07791e-06	43.3359	cl09941	EGF_CA superfamily	 - 	 - 
Q#316 - >WHL22.701051.0	superfamily	209104	94	130	5.51246e-06	42.9507	cl09941	EGF_CA superfamily	 - 	 - 
Q#316 - >WHL22.701051.0	superfamily	201760	211	325	5.14295e-45	151.413	cl03190	Avidin superfamily	 - 	 - 
Q#316 - >WHL22.701051.0	superfamily	209104	18	54	1.74576e-05	41.4651	cl09941	EGF_CA superfamily	 - 	 - 
Q#316 - >WHL22.701051.0	superfamily	209104	134	168	9.39259e-05	39.4839	cl09941	EGF_CA superfamily	 - 	 - 
Q#317 - >WHL22.689990.1	superfamily	148383	78	112	0.00579033	32.6099	cl06008	CHCH superfamily	 - 	 - 
Q#319 - >WHL22.525885.0	superfamily	210081	1052	1100	3.15264e-10	58.2208	cl15350	SH3 superfamily	 - 	 - 
Q#319 - >WHL22.525885.0	superfamily	109739	1083	1179	0.00362848	39.9776	cl02933	vMSA superfamily	C	 - 
Q#320 - >WHL22.385696.0	superfamily	111397	120	192	1.85481e-07	46.5655	cl03620	HYR superfamily	 - 	 - 
Q#320 - >WHL22.385696.0	superfamily	111397	37	108	0.00127282	35.3947	cl03620	HYR superfamily	 - 	 - 
Q#321 - >WHL22.457378.1	superfamily	212291	163	354	7.11889e-20	88.1619	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#321 - >WHL22.457378.1	superfamily	209876	764	840	5.7004e-11	60.0418	cl14633	DD_superfamily superfamily	 - 	 - 
Q#321 - >WHL22.457378.1	superfamily	211468	851	903	1.05088e-06	47.957	cl15770	TIR_2 superfamily	C	 - 
Q#321 - >WHL22.457378.1	superfamily	212291	1	104	2.96934e-05	43.864	cl09099	P-loop_NTPase superfamily	C	 - 
Q#322 - >WHL22.453047.2	superfamily	209144	9	195	2.53832e-15	73.5497	cl10460	Sulfatase superfamily	N	 - 
Q#323 - >WHL22.539374.0	superfamily	207540	23	155	2.0351e-45	148.42	cl02135	TRAPP superfamily	C	 - 
Q#325 - >WHL22.448609.0	superfamily	194354	238	322	1.83052e-27	108.952	cl02553	Peptidase_C19 superfamily	C	 - 
Q#326 - >WHL22.27015.0	superfamily	212291	1917	2118	4.69492e-30	122.737	cl09099	P-loop_NTPase superfamily	C	 - 
Q#326 - >WHL22.27015.0	superfamily	212291	1584	1727	6.45364e-07	49.9883	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#327 - >WHL22.694834.0	superfamily	207648	183	482	1.09712e-10	61.1644	cl02567	WD40 superfamily	 - 	 - 
Q#328 - >WHL22.237908.0	superfamily	194402	30	309	1.15039e-65	211.432	cl02661	A_deamin superfamily	N	 - 
Q#329 - >WHL22.721987.1	superfamily	201526	70	122	1.53971e-08	47.9181	cl09522	Synaptobrevin superfamily	C	 - 
Q#331 - >WHL22.120939.2	superfamily	207616	9	78	0.000190908	39.9571	cl02500	ARM superfamily	N	 - 
Q#331 - >WHL22.120939.2	superfamily	207616	201	304	0.0037718	36.1051	cl02500	ARM superfamily	 - 	 - 
Q#332 - >WHL22.585118.1	superfamily	209870	40	161	4.59123e-34	119.065	cl14606	Reeler_cohesin_like superfamily	 - 	 - 
Q#333 - >WHL22.66776.0	superfamily	154904	74	207	2.97383e-09	52.3212	cl02428	Ependymin superfamily	 - 	 - 
Q#334 - >WHL22.617306.0	superfamily	210162	46	239	2.68479e-54	176.982	cl15762	crotonase-like superfamily	 - 	 - 
Q#335 - >WHL22.534596.0	superfamily	212310	204	263	3.20277e-05	43.0344	cl11391	HAD_like superfamily	N	 - 
Q#336 - >WHL22.194426.0	superfamily	212220	398	979	1.87257e-70	245.436	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#339 - >WHL22.698752.1	superfamily	212173	56	180	2.12606e-65	209.378	cl00088	HTH superfamily	 - 	 - 
Q#340 - >WHL22.104240.0	superfamily	147609	12	174	1.03277e-27	102.435	cl05205	p25-alpha superfamily	 - 	 - 
Q#342 - >WHL22.666024.3	superfamily	211475	1	165	5.81426e-67	209.768	cl16912	MDR superfamily	N	 - 
Q#344 - >WHL22.53232.3	superfamily	209894	22	172	6.88633e-18	79.8539	cl14783	DOMON_like superfamily	 - 	 - 
Q#346 - >WHL22.274118.2	superfamily	209301	454	674	1.5708e-66	219.941	cl11397	NR_LBD superfamily	 - 	 - 
Q#346 - >WHL22.274118.2	superfamily	207662	268	352	5.08152e-59	195.086	cl02596	NR_DBD_like superfamily	 - 	 - 
Q#348 - >WHL22.22993.0	superfamily	211462	6	278	3.21047e-41	150.85	cl12031	Esterase_lipase superfamily	N	 - 
Q#352 - >WHL22.652302.1	superfamily	206835	98	220	2.35703e-50	165.738	cl00098	KH-II superfamily	 - 	 - 
Q#356 - >WHL22.611368.0	superfamily	207616	187	304	0.00222993	36.4903	cl02500	ARM superfamily	 - 	 - 
Q#357 - >WHL22.718638.1	superfamily	206902	37	219	8.27469e-49	162.808	cl00208	RNase_T2 superfamily	 - 	 - 
Q#358 - >WHL22.644606.1	superfamily	199471	15	314	3.89635e-29	114.216	cl14105	MetH superfamily	 - 	 - 
Q#360 - >WHL22.5109.0	superfamily	176610	1	258	4.9948e-179	539.186	cl10023	POLBc superfamily	N	 - 
Q#360 - >WHL22.5109.0	superfamily	117067	638	1040	4.66192e-152	460.624	cl07203	DUF1744 superfamily	 - 	 - 
Q#361 - >WHL22.718996.0	superfamily	206854	2	118	8.18161e-12	60.7665	cl00136	Sec7 superfamily	N	 - 
Q#362 - >WHL22.106048.0	superfamily	206825	315	386	3.66787e-30	114.583	cl00082	HMG-box superfamily	 - 	 - 
